id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
vasantamanohari,VasantamanOhari,vasantamanOhari,2,Ratnaangi,S R1 G1 M1 D1 N2 S,S N2 D1 M1 G1 R1 S,S R₁ G₁ M₁ D₁ N₂ Ṡ,S N₂ D₁ M₁ G₁ R₁ Ṡ,False
gaanasaamavaraali,GaanasaamavaraaLi,gaanasaamavaraaLi,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
bhavajapriya,BhavajapriyA,bhavajapriyA,3,Gaanamoorti,S G1 M1 P D1 N3 S,S N3 D1 P M1 G1 S,S G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ Ṡ,False
bherikarnika,BhErikarNikA,bhErikarNikA,3,Gaanamoorti,S R1 M1 D1 N3 D1 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ D₁ N₃ D₁ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
bhinnapancama,Bhinnapancama,bhinnapancama,3,Gaanamoorti,S G1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
bhinnapancama,Bhinnapancama,bhinnapancama,3,Gaanamoorti,S R1 M1 D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
bhinnapancama,Bhinnapancama,bhinnapancama,3,Gaanamoorti,S R1 G1 G1 R1 M1 P D1 P N3 N3 S,S N3 D1 M1 G1 G1 R1 S,S R₁ G₁ G₁ R₁ M₁ P D₁ P N₃ N₃ Ṡ,S N₃ D₁ M₁ G₁ G₁ R₁ Ṡ,False
bhinnapancama,Bhinnapancama,bhinnapancama,3,Gaanamoorti,S G1 M1 P D1 N3 S,S N3 D1 M1 P G1 R1 S,S G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ M₁ P G₁ R₁ Ṡ,False
bhujangi,Bhujangi,bhujangi,3,Gaanamoorti,S R1 G1 M1 N3 S,S N3 M1 G1 R1 S,S R₁ G₁ M₁ N₃ Ṡ,S N₃ M₁ G₁ R₁ Ṡ,False
candanagandhi,Candanagandhi,candanagandhi,3,Gaanamoorti,S R1 G1 P D1 N3 S,S N3 D1 P G1 R1 S,S R₁ G₁ P D₁ N₃ Ṡ,S N₃ D₁ P G₁ R₁ Ṡ,False
chayagaula,ChAyAgauLa,chAyAgauLa,3,Gaanamoorti,S R1 G1 R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
chayagaula,ChAyAgaula,chAyAgaula,3,Gaanamoorti,S R1 G1 R1 M1 P D1 N3 S,S N3 D1 P M1 G1 S R1 S,S R₁ G₁ R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ Ṡ R₁ Ṡ,False
chayagaula,ChAyAgauLa,chAyAgauLa,3,Gaanamoorti,S R1 G1 R1 M1 P D1 N3 S,S D1 N3 P M1 G1 S R1 S,S R₁ G₁ R₁ M₁ P D₁ N₃ Ṡ,S D₁ N₃ P M₁ G₁ Ṡ R₁ Ṡ,False
chayagaula,ChAyAgauLa,chAyAgauLa,3,Gaanamoorti,S R1 G1 R1 M1 P D1 N3 S,S D1 N3 P M1 G1 R1 S,S R₁ G₁ R₁ M₁ P D₁ N₃ Ṡ,S D₁ N₃ P M₁ G₁ R₁ Ṡ,False
chayavela,ChAyAvELa,chAyAvELa,3,Gaanamoorti,S R1 G1 R1 M1 P D1 N3 S,S D1 N3 P M1 G1 R1 S,S R₁ G₁ R₁ M₁ P D₁ N₃ Ṡ,S D₁ N₃ P M₁ G₁ R₁ Ṡ,False
ganalalita,GAnalalitA,gAnalalitA,3,Gaanamoorti,S G1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
ganamurti,GAnamUrti,gAnamUrti,3,Gaanamoorti,S R1 G1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
ganasamavarali,GAnasAmavarALi,gAnasAmavarALi,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
girikarnika,GirikarNikA,girikarNikA,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
karikarnika,KarikarNikA,karikarNikA,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
kumarapriya,KumArapriyA,kumArapriyA,3,Gaanamoorti,S R1 G1 D1 N3 S,S N3 D1 G1 R1 S,S R₁ G₁ D₁ N₃ Ṡ,S N₃ D₁ G₁ R₁ Ṡ,False
kurandalocani,KuranDalOcani,kuranDalOcani,3,Gaanamoorti,S R1 G1 M1 P N3 S,S N3 P M1 G1 R1 S,S R₁ G₁ M₁ P N₃ Ṡ,S N₃ P M₁ G₁ R₁ Ṡ,False
lalitatodi,LalitatODi,lalitatODi,3,Gaanamoorti,S R1 G1 M1 P S,S N3 D1 M1 G1 R1 S,S R₁ G₁ M₁ P Ṡ,S N₃ D₁ M₁ G₁ R₁ Ṡ,False
lalitatodi,LalitatODi,lalitatODi,3,Gaanamoorti,S R1 G1 M1 P S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ M₁ P Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
madhuranjani,Madhuranjani,madhuranjani,3,Gaanamoorti,S R1 G1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
mangalagaula,MangaLagauLa,mangaLagauLa,3,Gaanamoorti,S M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
mangalagauri,MangaLagauri,mangaLagauri,3,Gaanamoorti,S M1 P D1 N3 S,S N3 P D1 M1 G1 R1 S,S M₁ P D₁ N₃ Ṡ,S N₃ P D₁ M₁ G₁ R₁ Ṡ,False
maturanjani,MAturanjani,mAturanjani,3,Gaanamoorti,S R1 G1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
nadalalita,NAdalalitA,nAdalalitA,3,Gaanamoorti,S R1 G1 M1 P D1 N3 S,S D1 P M1 G1 R1 S,S R₁ G₁ M₁ P D₁ N₃ Ṡ,S D₁ P M₁ G₁ R₁ Ṡ,False
nadaranjani,NAdaranjani,nAdaranjani,3,Gaanamoorti,S R1 M1 D1 N3 S,S N3 D1 M1 G1 R1 S,S R₁ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ G₁ R₁ Ṡ,False
namavarali,NAmavarALi,nAmavarALi,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
purvavarali,PUrvavarALi,pUrvavarALi,3,Gaanamoorti,S R1 M1 P D1 S,S N3 D1 P M1 G1 R1 S N3 D1 N3 S,S R₁ M₁ P D₁ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ N₃ D₁ N₃ Ṡ,False
purvavarali,PUrvavarALi,pUrvavarALi,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
ragamurti,RAgamUrti,rAgamUrti,3,Gaanamoorti,S R1 G1 M1 D1 N3 S,S N3 D1 M1 G1 R1 S,S R₁ G₁ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ G₁ R₁ Ṡ,False
samavarali,SAmavarALi,sAmavarALi,3,Gaanamoorti,S R1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
samavarali,SAmavarALi,sAmavarALi,3,Gaanamoorti,S R1 M1 P D1 N3 D1 S,S N3 D1 P M1 G1 R1 S,S R₁ M₁ P D₁ N₃ D₁ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
sarangalalita,SArangalalitA,sArangalalitA,3,Gaanamoorti,S R1 G1 M1 R1 M1 P N3 S,S N3 D1 P M1 R1 S,S R₁ G₁ M₁ R₁ M₁ P N₃ Ṡ,S N₃ D₁ P M₁ R₁ Ṡ,False
shribhinnapancama,ShrIbhinnapancama,shrIbhinnapancama,3,Gaanamoorti,S G1 M1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S G₁ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
sukharanjani,Sukharanjani,sukharanjani,3,Gaanamoorti,S R1 G1 P D1 N3 S D1 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ P D₁ N₃ Ṡ D₁ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
sukharanjani,Sukharanjani,sukharanjani,3,Gaanamoorti,S R1 G1 P D1 N3 S,S N3 D1 P M1 G1 R1 S,S R₁ G₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
suratimallar,SuraTimallAr,suraTimallAr,3,Gaanamoorti,S R1 M1 P N3 S,S D1 P M1 G1 R1 S,S R₁ M₁ P N₃ Ṡ,S D₁ P M₁ G₁ R₁ Ṡ,False
svairini,SvairiNi,svairiNi,3,Gaanamoorti,S G1 M1 D1 N3 S,S N3 D1 M1 G1 S,S G₁ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ G₁ Ṡ,False
tavi,Tavi,tavi,3,Gaanamoorti,S G1 P D1 N3 S,S N3 D1 P G1 S,S G₁ P D₁ N₃ Ṡ,S N₃ D₁ P G₁ Ṡ,False
triambakapriya,TriambakapriyA,triambakapriyA,3,Gaanamoorti,S M1 R1 G1 M1 P S,S N3 S D1 P M1 G1 R1 S,S M₁ R₁ G₁ M₁ P Ṡ,S N₃ Ṡ D₁ P M₁ G₁ R₁ Ṡ,False
triambakapriya,TriambakapriyA,triambakapriyA,3,Gaanamoorti,S M1 R1 G1 M1 P S,S N3 D1 P M1 G1 R1 S,S M₁ R₁ G₁ M₁ P Ṡ,S N₃ D₁ P M₁ G₁ R₁ Ṡ,False
varavarnini,VaravarNini,varavarNini,3,Gaanamoorti,S G1 M1 P N3 S,S N3 P M1 G1 S,S G₁ M₁ P N₃ Ṡ,S N₃ P M₁ G₁ Ṡ,False
visharada,VishArada,vishArada,3,Gaanamoorti,S R1 M1 P N3 S,S N3 P M1 R1 S,S R₁ M₁ P N₃ Ṡ,S N₃ P M₁ R₁ Ṡ,False
bhaanumati,Bhaanumati,bhaanumati,4,Vanaspati,N2 S M1 P N2 S,S N2 D2 P M1 G2 R2 S,N₂ Ṡ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₂ R₂ Ṡ,False
bhanumati,BhAnumati,bhAnumati,4,Vanaspati,S R1 G1 R1 M1 P S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ R₁ M₁ P Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
bhanumati,BhAnumati,bhAnumati,4,Vanaspati,S R1 G1 R1 M1 P D2 S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ R₁ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
bhanumati,BhAnumati,bhAnumati,4,Vanaspati,S R1 M1 P D2 N2 S,S N2 D2 P M1 G1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
bhuvaneshvari,BhuvanEshvari,bhuvanEshvari,4,Vanaspati,S R1 G1 M1 P D2 S,S D2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ Ṡ,S D₂ P M₁ G₁ R₁ Ṡ,False
citrarupi,CitrarUpi,citrarUpi,4,Vanaspati,S R1 G1 M1 D2 S,S D2 M1 G1 R1 S,S R₁ G₁ M₁ D₂ Ṡ,S D₂ M₁ G₁ R₁ Ṡ,False
girijavali,GirijAvaLi,girijAvaLi,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
himavaluka,HimavAluka,himavAluka,4,Vanaspati,S G1 M1 P D2 S,S D2 P M1 G1 S,S G₁ M₁ P D₂ Ṡ,S D₂ P M₁ G₁ Ṡ,False
indushitala,IndushItaLa,indushItaLa,4,Vanaspati,S R1 G1 M1 P D2 N2 D2 S,S D2 N2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₂ D₂ Ṡ,S D₂ N₂ P M₁ G₁ R₁ Ṡ,False
jnanadayaki,JnAnadAyaki,jnAnadAyaki,4,Vanaspati,S R1 G1 D2 N2 S,S N2 D2 G1 R1 S,S R₁ G₁ D₂ N₂ Ṡ,S N₂ D₂ G₁ R₁ Ṡ,False
karajavali,KarajAvaLi,karajAvaLi,4,Vanaspati,S R1 M1 P D2 N2 S,S N2 D2 N2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₁ R₁ Ṡ,False
karnatakasurati,KarnATakasuraTi,karnATakasuraTi,4,Vanaspati,S R1 G1 M1 P D2 S,S N2 D2 P M1 R1 S,S R₁ G₁ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ R₁ Ṡ,False
karnatakasurati,KarnATakasuraTi,karnATakasuraTi,4,Vanaspati,S R1 G1 M1 P D2 S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
kayajapriya,KAyajapriyA,kAyajapriyA,4,Vanaspati,S R1 G1 P D2 N2 S,S N2 D2 P G1 R1 S,S R₁ G₁ P D₂ N₂ Ṡ,S N₂ D₂ P G₁ R₁ Ṡ,False
krajavali,KrajAvaLi,krajAvaLi,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
lilaranjani,LIlAranjani,lIlAranjani,4,Vanaspati,S M1 R1 G1 M1 P S,S N2 D2 P M1 G1 R1 S,S M₁ R₁ G₁ M₁ P Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
mandemari,MandEmari,mandEmari,4,Vanaspati,S R1 M1 P N2 S,S N2 D2 P M1 G1 R1 S,S R₁ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
nadavarali,NAdavarALi,nAdavarALi,4,Vanaspati,S R1 M1 P D2 S,S N2 D2 N2 P M1 G1 R1 S,S R₁ M₁ P D₂ Ṡ,S N₂ D₂ N₂ P M₁ G₁ R₁ Ṡ,False
namavarali,NAmavarALi,nAmavarALi,4,Vanaspati,S R1 G1 M1 P D2 S,S N2 D2 N2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ Ṡ,S N₂ D₂ N₂ P M₁ G₁ R₁ Ṡ,False
osadi,OSadi,OSadi,4,Vanaspati,S R1 G1 M1 D2 N2 S,S N2 D2 P D2 M1 G1 R1 S,S R₁ G₁ M₁ D₂ N₂ Ṡ,S N₂ D₂ P D₂ M₁ G₁ R₁ Ṡ,False
pratiti,PratIti,pratIti,4,Vanaspati,S G1 M1 P D2 N2 S,S N2 D2 P M1 G1 S,S G₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₁ Ṡ,False
rasali,RasALi,rasALi,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
rasali,RasALi,rasALi,4,Vanaspati,S R1 M1 P D2 N2 S,S N2 D2 P M1 G1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
rasali,RasALi,rasALi,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 M1 P R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ M₁ P R₁ Ṡ,False
shardalangi,ShardaLAngi,shardaLAngi,4,Vanaspati,S G1 M1 D2 N2 S,S N2 D2 M1 G1 S,S G₁ M₁ D₂ N₂ Ṡ,S N₂ D₂ M₁ G₁ Ṡ,False
shvetamabri,ShvEtAmabri,shvEtAmabri,4,Vanaspati,S R1 G1 M1 P M1 D2 N2 S S,S N2 P M1 G1 R1 S,S R₁ G₁ M₁ P M₁ D₂ N₂ Ṡ S,S N₂ P M₁ G₁ R₁ Ṡ,False
shvetambari,ShvEtAmbari,shvEtAmbari,4,Vanaspati,S R1 G1 M1 P M1 D2 N2 S,S N2 P M1 G1 R1 S,S R₁ G₁ M₁ P M₁ D₂ N₂ Ṡ,S N₂ P M₁ G₁ R₁ Ṡ,False
sugatri,SugAtri,sugAtri,4,Vanaspati,S M1 P D2 N2 S,S D2 P M1 G1 R1 S,S M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₁ R₁ Ṡ,False
surabhusani,SurabhUSaNi,surabhUSaNi,4,Vanaspati,S R1 G1 M1 P S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ M₁ P Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
surabhusani,SurabhUSaNi,surabhUSaNi,4,Vanaspati,S R1 G1 M1 P S,S N2 D2 N2 P M1 R1 S,S R₁ G₁ M₁ P Ṡ,S N₂ D₂ N₂ P M₁ R₁ Ṡ,False
tamasvini,TAmasvini,tAmasvini,4,Vanaspati,S R1 G1 P D2 S,S D2 P G1 R1 S,S R₁ G₁ P D₂ Ṡ,S D₂ P G₁ R₁ Ṡ,False
vallika,Vallika,vallika,4,Vanaspati,S R1 G1 P N2 S,S N2 P G1 R1 S,S R₁ G₁ P N₂ Ṡ,S N₂ P G₁ R₁ Ṡ,False
vanali,VanAli,vanAli,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
vanamali,VanamAli,vanamAli,4,Vanaspati,S R1 M1 P D2 N2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
vanaspati,Vanaspati,vanaspati,4,Vanaspati,S R1 G1 M1 P D2 N2 S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
varite,VaritE,varitE,4,Vanaspati,S G1 P D2 N2 S,S N2 P G1 S,S G₁ P D₂ N₂ Ṡ,S N₂ P G₁ Ṡ,False
viravikrama,VIravikramA,vIravikramA,4,Vanaspati,S R1 G1 M1 P D2 N2 S,S N2 P D2 M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₂ Ṡ,S N₂ P D₂ M₁ G₁ R₁ Ṡ,False
viravikrama,VIravikramA,vIravikramA,4,Vanaspati,S R1 G1 M1 P D2 N2 S,S N2 D2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₁ R₁ Ṡ,False
vitapi,ViTapi,viTapi,4,Vanaspati,S R1 M1 P D2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
vitthalapriya,ViTThalapriyA,viTThalapriyA,4,Vanaspati,S R1 M1 P D2 S,S D2 P M1 R1 S,S R₁ M₁ P D₂ Ṡ,S D₂ P M₁ R₁ Ṡ,False
manoranjani,ManOranjani,manOranjani,5,Maanavati,S R1 M1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,S R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
abhimanini,AbhimAnini,abhimAnini,5,Maanavati,S R1 G1 M1 D2 N3 S,S N3 D2 M1 G1 R1 S,S R₁ G₁ M₁ D₂ N₃ Ṡ,S N₃ D₂ M₁ G₁ R₁ Ṡ,False
bhupalamanohari,BhUpALamanOhari,bhUpALamanOhari,5,Maanavati,S G1 M1 P D2 N3 S,S N3 D2 P M1 G1 S,S G₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ Ṡ,False
citramani,CitramaNi,citramaNi,5,Maanavati,S R1 M1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,S R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
deshikagauri,DEshikagauri,dEshikagauri,5,Maanavati,S R1 G1 M1 D2 P N3 S,S D2 N3 P M1 G1 R1 S,S R₁ G₁ M₁ D₂ P N₃ Ṡ,S D₂ N₃ P M₁ G₁ R₁ Ṡ,False
deshyagauri,DEshyagauri,dEshyagauri,5,Maanavati,S R1 G1 M1 D2 P N3 S,S D2 N3 P M1 G1 R1 S,S R₁ G₁ M₁ D₂ P N₃ Ṡ,S D₂ N₃ P M₁ G₁ R₁ Ṡ,False
deshyagauri,DEshyagauri,dEshyagauri,5,Maanavati,S R1 G1 M1 P D2 P N3 S,S D2 N3 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ P N₃ Ṡ,S D₂ N₃ P M₁ G₁ R₁ Ṡ,False
ghanashyamala,GhanashyAmalA,ghanashyAmalA,5,Maanavati,S G1 M1 P D2 S,S N3 D2 P M1 G1 R1 S,S G₁ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
ghanashyamala,GhanashyAmalA,ghanashyAmalA,5,Maanavati,S R1 G1 M1 D2 N3 D2 S,S D2 N3 P M1 G1 R1 S,S R₁ G₁ M₁ D₂ N₃ D₂ Ṡ,S D₂ N₃ P M₁ G₁ R₁ Ṡ,False
ghanashyamalangi,GhanashyAmalAngi,ghanashyAmalAngi,5,Maanavati,S G1 M1 P D2 N3 P S S,S D2 P R1 G1 S,S G₁ M₁ P D₂ N₃ P Ṡ S,S D₂ P R₁ G₁ Ṡ,False
jayasaveri,JayasAvEri,jayasAvEri,5,Maanavati,S M1 R1 G1 M1 P D2 N3,D2 P M1 G1 R1 S N3 S,S M₁ R₁ G₁ M₁ P D₂ N₃,D₂ P M₁ G₁ R₁ Ṡ N₃ Ṡ,False
jayasaveri,JayasAvEri,jayasAvEri,5,Maanavati,S M1 R1 G1 M1 P D2 N3,D2 P M1 G1 R1 S N3,S M₁ R₁ G₁ M₁ P D₂ N₃,D₂ P M₁ G₁ R₁ Ṡ N₃,False
jnanasvarupini,JnAnasvarUpiNi,jnAnasvarUpiNi,5,Maanavati,S R1 G1 P D2 S,S D2 P R1 G1 S,S R₁ G₁ P D₂ Ṡ,S D₂ P R₁ G₁ Ṡ,False
jyotsnapriya,JyOtsnApriyA,jyOtsnApriyA,5,Maanavati,S R1 G1 D2 N3 S,S N3 D2 G1 R1 S,S R₁ G₁ D₂ N₃ Ṡ,S N₃ D₂ G₁ R₁ Ṡ,False
kamya,KAmya,kAmya,5,Maanavati,S R1 G1 P D2 N3 S,S N3 D2 P M1 G1 R1 G1 S,S R₁ G₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ G₁ Ṡ,False
kamya,KAmya,kAmya,5,Maanavati,S R1 G1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,S R₁ G₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
kandarpamanohari,KandarpamanOhari,kandarpamanOhari,5,Maanavati,S R1 G1 P D2 N3 S,S N3 D2 P G1 R1 S,S R₁ G₁ P D₂ N₃ Ṡ,S N₃ D₂ P G₁ R₁ Ṡ,False
kandarpamanohari,KandarpamanOhari,kandarpamanOhari,5,Maanavati,S R1 G1 P P D2 N3 S,S N3 D2 P G1 R1 S,S R₁ G₁ P P D₂ N₃ Ṡ,S N₃ D₂ P G₁ R₁ Ṡ,False
kaumati,Kaumati,kaumati,5,Maanavati,S R1 G1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,S R₁ G₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
kunjari,Kunjari,kunjari,5,Maanavati,S R1 M1 P D2 P S,S N3 D2 P M1 G1 R1 S,S R₁ M₁ P D₂ P Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
manavati,MAnavati,mAnavati,5,Maanavati,S R1 G1 M1 P D2 N3 S,S N3 D2 P M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₁ R₁ Ṡ,False
mangalabhusani,MangaLabhUSaNi,mangaLabhUSaNi,5,Maanavati,S D2 S N3 S R1 G1 M1 P,M1 G1 R1 S N3 D2 P,S D₂ Ṡ N₃ Ṡ R₁ G₁ M₁ P,M₁ G₁ R₁ Ṡ N₃ D₂ P,False
mangalabhusani,MangaLabhUSaNi,mangaLabhUSaNi,5,Maanavati,P D2 S N3 S R1 G1 P,M1 G1 R1 S N3 D2 P,P D₂ Ṡ N₃ Ṡ R₁ G₁ P,M₁ G₁ R₁ Ṡ N₃ D₂ P,False
mangalabhusani,MangaLabhUSaNi,mangaLabhUSaNi,5,Maanavati,P D2 N3 S R1 G1 M1 P,M1 G1 R1 S N3 D2 P,P D₂ N₃ Ṡ R₁ G₁ M₁ P,M₁ G₁ R₁ Ṡ N₃ D₂ P,False
mangalabhusani,MangaLabhUSaNi,mangaLabhUSaNi,5,Maanavati,P D2 N3 S R1 G1 M1 P,P M1 G1 R1 S N3 D2 P,P D₂ N₃ Ṡ R₁ G₁ M₁ P,P M₁ G₁ R₁ Ṡ N₃ D₂ P,False
mangalabhusani,MangaLabhUSaNi,mangaLabhUSaNi,5,Maanavati,P D2 S N3 S R1 G1 M1 P,M1 G1 R1 S N3 D2 P,P D₂ Ṡ N₃ Ṡ R₁ G₁ M₁ P,M₁ G₁ R₁ Ṡ N₃ D₂ P,False
mangaladeshika,MangaLadEshika,mangaLadEshika,5,Maanavati,S R1 G1 M1 P N3 D2 S,S N3 P D2 M1 G1 R1 S,S R₁ G₁ M₁ P N₃ D₂ Ṡ,S N₃ P D₂ M₁ G₁ R₁ Ṡ,False
mangaladeshika,MangaLadEshika,mangaLadEshika,5,Maanavati,S R1 G1 M1 P D2 N3 S,S N3 P D2 M1 G1 R1 S,S R₁ G₁ M₁ P D₂ N₃ Ṡ,S N₃ P D₂ M₁ G₁ R₁ Ṡ,False
mangaladeshika,MangaLadEshika,mangaLadEshika,5,Maanavati,S R1 G1 M1 P N3 D2 S,S N3 M1 D2 M1 G1 R1 S,S R₁ G₁ M₁ P N₃ D₂ Ṡ,S N₃ M₁ D₂ M₁ G₁ R₁ Ṡ,False
